,Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
2110,Rwanda,RWA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,41.25,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,44.375,51.875,51.875,61.25,63.75,63.75,63.75,63.75,63.75,63.75,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,78.125,78.125,78.125,80.625
2119,Samoa,WSM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08163265306122,4.08163265306122,8.16326530612245,8.16326530612245,6.12244897959184,6.12244897959184,6.12244897959184,6.12244897959184,6.12244897959184,6.12244897959184,8.16326530612245,8.16326530612245,8.16326530612245,8.16326530612245,4.08163265306122,4.08163265306122,4.08163265306122,6.12244897959184,6.12244897959184,10,10,10,10,10
2123,Samoa,WSM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,48.125,48.125,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,56.875,56.875,56.875,80,80,80,80,80,80,80,80
2132,San Marino,SMR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6666666666667,13.3333333333333,13.3333333333333,13.3333333333333,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,11.6666666666667,11.6666666666667,15,16.6666666666667,16.6666666666667,18.3333333333333,16.6666666666667,18.3333333333333,18.3333333333333,16.6666666666667,23.3333333333333,26.6666666666667,26.6666666666667,25,33.3333333333333
2136,San Marino,SMR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,60.625,60.625,60.625,60.625,60.625,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,80,80,80,80,80,80,80,80,80,80,80,80,80
2145,Sao Tome and Principe,STP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27272727272727,7.27272727272727,9.09090909090909,9.09090909090909,9.09090909090909,,9.09090909090909,9.09090909090909,9.09090909090909,7.27272727272727,1.81818181818182,7.27272727272727,7.27272727272727,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,14.5454545454545,14.5454545454545,23.6363636363636
2149,Sao Tome and Principe,STP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,18.75,18.75,18.75,18.75,18.75,18.75,21.875,21.875,45,47.5,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,50.625,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,53.75,56.25,56.25,56.25,56.25,62.5,62.5,71.875,71.875,71.875,71.875,86.25,86.25
2158,Saudi Arabia,SAU,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19.8675496688742,19.8675496688742,19.8675496688742,19.8675496688742,19.8675496688742,19.8675496688742,19.8675496688742,19.8675496688742
2162,Saudi Arabia,SAU,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,23.75,26.25,26.25,26.25,26.25,26.25,29.375,29.375,29.375,31.875,31.875,31.875,31.875,38.125,70.625,80
2171,Senegal,SEN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6666666666667,12.1428571428571,12.1428571428571,12.1428571428571,16.6666666666667,19.1666666666667,19.1666666666667,19.1666666666667,19.1666666666667,19.1666666666667,22,22,22.6666666666667,22.6666666666667,22.6666666666667,42.6666666666667,42.6666666666667,43.3333333333333,42.6666666666667,42.6666666666667,41.8181818181818,41.8181818181818,41.8181818181818,43.030303030303
2175,Senegal,SEN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,35,35,35,38.125,38.125,38.125,38.125,38.125,44.375,44.375,44.375,49.375,49.375,51.875,51.875,51.875,51.875,51.875,51.875,51.875,55,55,55,55,55,55,55,55,55,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,66.875
2184,Serbia,SRB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20.4,21.6,21.6,21.6,22,33.2,33.2,34,34,34,34.4,34.4,37.6518218623482,38.8
2188,Serbia,SRB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,70.625,70.625,70.625,70.625,70.625,78.75,81.875,81.875,88.125,90.625,90.625,90.625,93.75,96.875,96.875,96.875,96.875,96.875,93.75,93.75,93.75,93.75,93.75,93.75
2197,Seychelles,SYC,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2727272727273,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,29.4117647058824,29.4117647058824,29.4117647058824,29.4117647058824,29.4117647058824,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,43.75,43.75,43.75,43.75,43.75,21.2121212121212,21.2121212121212,21.2121212121212,21.2121212121212,24.2424242424242
2201,Seychelles,SYC,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,51.25,60,60,60,60,60,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,65.625,71.25,71.25,71.25,71.25,71.25,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,76.25,76.25,76.25,76.25,76.25
2210,Sierra Leone,SLE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,8.75,8.75,,14.5161290322581,14.5161290322581,14.5161290322581,14.5161290322581,13.2231404958678,13.2231404958678,13.2231404958678,13.2231404958678,12.9032258064516,12.396694214876,12.396694214876,12.0967741935484,12.396694214876,12.396694214876,12.396694214876,12.3287671232877,12.3287671232877,12.3287671232877
2214,Sierra Leone,SLE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,31.875,38.125,38.125,38.125,38.125,38.125,38.125,45.625,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,69.375
2223,Singapore,SGP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76190476190476,4.76190476190476,4.3010752688172,4.3010752688172,11.7647058823529,11.7647058823529,15.9574468085106,15.9574468085106,15.9574468085106,21.1764705882353,24.468085106383,24.468085106383,23.4042553191489,23.4042553191489,22.2222222222222,24.2424242424242,24.2424242424242,25.2525252525253,23.9130434782609,23.7623762376238,23,23,23,29.4736842105263
2227,Singapore,SGP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,60,62.5,62.5,65.625,65.625,65.625,65.625,65.625,65.625,65.625,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,71.25,71.25,71.25,71.25,71.25,76.25,82.5,82.5,82.5,82.5,82.5,82.5
2236,Sint Maarten (Dutch part),SXM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,Sint Maarten (Dutch part),SXM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,Slovak Republic,SVK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6666666666667,14.6666666666667,12.6666666666667,14,14,17.3333333333333,19.3333333333333,16.6666666666667,16.6666666666667,20,19.3333333333333,19.3333333333333,18,15.3333333333333,16,18.6666666666667,18.6666666666667,18.6666666666667,18.6666666666667,20,20,20,20,22.6666666666667
2253,Slovak Republic,SVK,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,58.75,61.25,61.25,61.25,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,76.25,76.25,78.75,78.75,81.875,81.875,91.25,94.375,94.375,94.375,94.375,94.375,94.375,94.375,94.375,94.375,85
2262,Slovenia,SVN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.77777777777778,7.77777777777778,7.77777777777778,,12.2222222222222,12.2222222222222,12.2222222222222,12.2222222222222,12.2222222222222,12.2222222222222,12.2222222222222,13.3333333333333,14.4444444444444,14.4444444444444,32.2222222222222,32.2222222222222,32.2222222222222,35.5555555555556,36.6666666666667,36.6666666666667,36.6666666666667,24.4444444444444,27.7777777777778,27.7777777777778
2266,Slovenia,SVN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,64.375,82.5,82.5,85,88.125,88.125,88.125,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,90.625,93.75,93.75,96.875
2275,Solomon Islands,SLB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04081632653061,2.04081632653061,2.04081632653061,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.04081632653061,4.08163265306122,6.38297872340426
2279,Solomon Islands,SLB,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,48.125,48.125,48.125,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,54.375,56.875,56.875,56.875,56.875,56.875,56.875
2288,Somalia,SOM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7.80669144981413,8.203125,8.203125,6.86456400742115,6.77655677655678,6.77655677655678,13.8181818181818,13.8181818181818,13.8181818181818,13.8181818181818,,24.3636363636364,24.3636363636364,24.3636363636364,24.3636363636364
2292,Somalia,SOM,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,32.5,32.5,32.5,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875
2301,South Africa,ZAF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,28.75,30,29.8245614035088,29.8245614035088,29.8245614035088,29.8245614035088,32.7787021630616,32.75,32.75,33,33,44.5,44.5,42.25,42.25,42.25,41.5,42,42,41.8367346938776,42.7480916030534,46.3476070528967,46.75
2305,South Africa,ZAF,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,25.625,28.75,28.75,33.75,33.75,38.75,38.75,38.75,38.75,38.75,41.875,41.875,59.375,59.375,65,65,67.5,70.625,76.25,76.25,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,81.875,81.875,88.125,88.125,88.125,88.125,88.125,88.125,88.125
2314,South Sudan,SSD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5060240963855,26.5060240963855,26.5060240963855,26.5060240963855,26.5060240963855,28.4595300261097,28.4595300261097,28.4595300261097,28.4595300261097,28.4595300261097
2318,South Sudan,SSD,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,43.75,43.75,43.75,43.75,43.75,43.75,43.75,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,49.375,58.125,58.125,58.125,61.25,51.875,51.875,51.875,51.875,51.875,70,70,70
2327,Spain,ESP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7126436781609,24.7126436781609,21.551724137931,28.2857142857143,28.2857142857143,28.2857142857143,28.2857142857143,36,36,36,36.5714285714286,36.2857142857143,36.5714285714286,36.5714285714286,36,36,36,39.7142857142857,41.1428571428571,39.1428571428571,39.1428571428571,39.1428571428571,44,44
2331,Spain,ESP,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,33.75,33.75,33.75,33.75,33.75,51.875,54.375,54.375,57.5,57.5,60.625,60.625,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,73.75,76.875,79.375,94.375,94.375,94.375,94.375,94.375,94.375,94.375,94.375,94.375,94.375,94.375,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
2340,Sri Lanka,LKA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33333333333333,5.33333333333333,4.88888888888889,,,4.44444444444444,4.44444444444444,4.88888888888889,4.88888888888889,4.88888888888889,5.77777777777778,5.77777777777778,5.77777777777778,5.33333333333333,5.77777777777778,5.77777777777778,5.77777777777778,5.77777777777778,4.88888888888889,5.77777777777778,5.77777777777778,5.77777777777778,5.33333333333333,5.38116591928251
2344,Sri Lanka,LKA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,56.875,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,63.125,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625
2353,St. Kitts and Nevis,KNA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,25
2357,St. Kitts and Nevis,KNA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,58.125,58.125,58.125,60.625,60.625,60.625,60.625,60.625,63.75,66.25,66.25,66.25,66.25,66.25,66.25,66.25,66.25,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25,71.25
2366,St. Lucia,LCA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7647058823529,11.7647058823529,11.1111111111111,11.1111111111111,,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,0,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667
2370,St. Lucia,LCA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,46.25,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,55,55,55,55,55,55,55,55,55,57.5,63.125,63.125,63.125,63.125,63.125,65.625,65.625,65.625,65.625,65.625,80.625,80.625,80.625,80.625,80.625,80.625,80.625,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75,83.75
2379,St. Martin (French part),MAF,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,St. Martin (French part),MAF,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,St. Vincent and the Grenadines,VCT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52380952380952,,4.76190476190476,4.76190476190476,,22.7272727272727,22.7272727272727,22.7272727272727,18.1818181818182,18.1818181818182,18.1818181818182,18.1818181818182,21.7391304347826,14.2857142857143,17.3913043478261,17.3913043478261,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,13.0434782608696,18.1818181818182
2396,St. Vincent and the Grenadines,VCT,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,55,55,55,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,60,60,60,60,60,63.125,65.625,65.625,65.625,65.625,65.625,65.625,65.625,65.625,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125,68.125
2405,Sudan,SDN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,5.25,,,9.72222222222222,9.72222222222222,9.72222222222222,9.72222222222222,14.6666666666667,17.7777777777778,18.058690744921,18.058690744921,18.9189189189189,25.5605381165919,24.5762711864407,24.5762711864407,24.5762711864407,24.2937853107345,30.5164319248826,30.5164319248826,30.5164319248826,30.5164319248826,,
2409,Sudan,SDN,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,23.75,23.75,23.75,23.75,23.75,23.75,23.75,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375
2418,Suriname,SUR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6862745098039,15.6862745098039,15.6862745098039,,17.6470588235294,17.6470588235294,17.6470588235294,19.6078431372549,25.4901960784314,25.4901960784314,25.4901960784314,25.4901960784314,25.4901960784314,9.80392156862745,11.7647058823529,11.7647058823529,11.7647058823529,11.7647058823529,25.4901960784314,25.4901960784314,25.4901960784314,25.4901960784314,31.3725490196078,29.4117647058824
2422,Suriname,SUR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,31.25,60.625,60.625,60.625,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,63.75,66.25,66.25,66.25,66.25,66.25,66.25,63.125,63.125,63.125,63.125,68.75,73.75
2431,Sweden,SWE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4011461318052,40.4011461318052,42.6934097421203,42.6934097421203,42.6934097421203,44.9856733524355,45.2722063037249,45.2722063037249,45.2722063037249,47.2779369627507,46.9914040114613,46.9914040114613,46.4183381088825,44.9856733524355,44.6991404011461,44.6991404011461,44.9856733524355,44.6991404011461,43.5530085959885,43.5530085959885,43.5530085959885,46.1318051575931,47.2779369627507,46.9914040114613
2435,Sweden,SWE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,71.25,71.25,71.25,73.75,73.75,73.75,73.75,73.75,73.75,73.75,79.375,79.375,79.375,79.375,79.375,79.375,79.375,79.375,79.375,81.875,81.875,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,90.625,90.625,90.625,90.625,90.625,90.625,90.625,96.875,96.875,96.875,96.875,96.875,96.875,96.875,100,100,100,100,100,100,100,100
2444,Switzerland,CHE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,22.5,23,23,23,25,25,25,25,28.5,28.5,29,29,28.5,29,31,31,32,32,32.5,32.5,41.5,41.5
2448,Switzerland,CHE,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,46.25,60,60,60,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75,78.125,78.125,78.125,78.125,78.125,78.125,78.125,78.125,78.125,83.125,83.125,85.625,85.625,85.625,85.625,85.625,85.625,85.625,85.625,85.625,85.625,85.625,85.625,85.625,85.625
2457,Syrian Arab Republic,SYR,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,9.6,10.4,10.4,10.4,10.4,12,12,12,12,12,12.4,12.4,12.4,12.4,12,12,12,12.4,13.2,13.2,13.2,13.2,11.2
2461,Syrian Arab Republic,SYR,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,,,,,,,,,,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,29.375,28.75,28.75,28.75,28.75,28.75,31.25,31.25,31.25,36.875,36.875,36.875,36.875,36.875,36.875,36.875,36.875,36.875,36.875,36.875
